id,source_index,source_text,Bangla_Translation,Label,augmentation_type
pro_private_aug_12,57,"ইয়াহ বাট রিমাইন্ড দ্য ওয়ার্ড ""অনেকে"" সবাই না, অনেক প্রাইভেট ইউনিভার্সিটির সাবজেক্ট টপ পাবলিক ইউনিভার্সিটিগুলোর থেকে ভালো... তখন অনেকেই এগুলোয়ে ডাইরেক্ট ভর্তি হয়... অ্যাজ অ্যান এক্সাম্পল, আমি 23-24 সেশনে আইইউবিতে ইইই নিয়ে ভর্তি হইসি কোনো অ্যাডমিশন দেই নাই।","ইয়াহ বাট রিমাইন্ড দ্য ওয়ার্ড ""অনেকে"" সবাই না, অনেক প্রাইভেট বিশ্ববিদ্যালয়ভার্সিটির সাবজেক্ট টপ পাবলিক বিশ্ববিদ্যালয়ভার্সিটিগুলোর থেকে ভালো... তখন অনেকেই এগুলোয়ে ডাইরেক্ট ভর্তি হয়... অ্যাজ অ্যান এক্সাম্পল, আমি 23-24 সেশনে আইইউবিতে ইইই নিয়ে ভর্তি হইসি কোনো অ্যাডমিশন দেই নাই।",pro_private,SR
pro_private_aug_13,60,@ShawmikCanArt8 তা ঠিক অনেকেই সরাসরি প্রাইভেটে ভর্তি হয়! পাবলিকে অ্যাডমিশন দেয় না!,@ShawmikCanArt8 তা ঠিক অনেকেই সরাসরি প্রাইভেটে ভর্তি হয়! সরকারি বিশ্ববিদ্যালয়ে অ্যাডমিশন দেয় না!,pro_private,SR
pro_private_aug_14,62,দূর বোদাই আমি পাবলিকে বায়োলজি রিলেটেড সাবজেক্ট পাইয়া প্রাইভেটে অ্যাডমিশন নিছি,দূর বোদাই আমি সরকারি বিশ্ববিদ্যালয়ে বায়োলজি রিলেটেড সাবজেক্ট পাইয়া প্রাইভেটে অ্যাডমিশন নিছি,pro_private,SR
pro_private_aug_15,67,"কে বলল?? সাবজেক্ট ম্যাটার ব্রো,, টাকা ম্যাটার না,,, সাবজেক্ট প্রাইভেটে ইজিলি পাওয়া যায়,, কে যাবে পাবলিকে সাবজেক্ট কি না কি পাই,,","কে বলল?? সাবজেক্ট ম্যাটার ব্রো,, টাকা ম্যাটার না,,, সাবজেক্ট বেসরকারি বিশ্ববিদ্যালয়ে ইজিলি পাওয়া যায়,, কে যাবে সরকারি বিশ্ববিদ্যালয়ে সাবজেক্ট কি না কি পাই,,",pro_private,SR
pro_private_aug_16,69,কথাটা ভুল আবার কিছুটা ঠিক। প্রাইভেটে কয়েকটাই অ্যাডমিশন টেস্ট আছে যেটা অনেক হার্ড আইটার ডিউর থেকেও টাফ। ফর এক্সাম্পল ব্র্যাক। ব্র্যাক যেই মিডিয়ামে পড়ুক না কেনো এক্সাম অ্যান্ড ভাইভা ইংলিশে হয় এবং যেগুলাই এক্সাম হয় সেগুলা অনেক স্টুডেন্ট ট্রাই করে এবং অনেক হার্ড তো টিকা,কথাটা ভুল আবার কিছুটা ঠিক। বেসরকারি বিশ্ববিদ্যালয়ে কয়েকটাই অ্যাডমিশন টেস্ট আছে যেটা অনেক হার্ড আইটার ডিউর থেকেও টাফ। ফর এক্সাম্পল ব্র্যাক। ব্র্যাক যেই মিডিয়ামে পড়ুক না কেনো এক্সাম অ্যান্ড ভাইভা ইংলিশে হয় এবং যেগুলাই এক্সাম হয় সেগুলা অনেক স্টুডেন্ট ট্রাই করে এবং অনেক হার্ড তো টিকা,pro_private,SR
pro_private_aug_17,76,"😂লেইম মার্কা কথা বলেন না, আইসিপিসি - বুয়েট অ্যান্ড সাস্টকে হারিয়েছে। ওয়ার্ল্ড ফাইনালিস্ট। রোভার - এভরি ইউনিকে হারিয়েছে। ডুবুরি - নো কম্পিটিশন ইন বাংলাদেশ। উই আর ইমপ্রুভিং ইন এভরি সেক্টরস। আওয়ার অ্যালামনাই - ইফ বুয়েট হ্যাজ 6 পিপল ইন অ্যা কোম্পানি উই হ্যাভ 3,4 দেয়ার। আওয়ার নেটওয়ার্ক - 0। দ্যাটস দ্যা ওনলি ইস্যু। ল্যাব ফ্যাসিলিটিজ - বেটার ইন সাম অ্যাসপেক্টস। ক্লাসরুম ফ্যাসিলিটিজ অ্যান্ড আদার ক্যাম্পাস ফ্যাসিলিটিজ - টপ নোচ। রিসেন্টলি ব্র্যাক স্কুল অফ ইঞ্জিনিয়ারিং কোলাবরেশন উইথ বিএসআরএম অ্যান্ড চেইঞ্জ দ্যা নেম বিএসআরএম স্কুল অফ ইঞ্জিনিয়ারিং। সাউন্ডস ওয়ার্ড বাট ওকে। আওয়ার সিলেকশন প্রসেস ফর সিএসই ইজ ওয়ে হার্ডার দ্যান সাম পাবলিক ইউনি","😂লেইম মার্কা কথা বলেন না, আইসিপিসি - বুয়েট অ্যান্ড সাস্টকে হারিয়েছে। ওয়ার্ল্ড ফাইনালিস্ট। রোভার - এভরি ইউনিকে হারিয়েছে। ডুবুরি - নো কম্পিটিশন ইন বাংলাদেশ। উই আর ইমপ্রুভিং ইন এভরি সেক্টরস। আওয়ার অ্যালামনাই - ইফ বুয়েট হ্যাজ 6 পিপল ইন অ্যা কোম্পানি উই হ্যাভ 3,4 দেয়ার। আওয়ার নেটওয়ার্ক - 0। দ্যাটস দ্যা ওনলি ইস্যু। গবেষণাগার সুবিধাজ - বেটার ইন সাম অ্যাসপেক্টস। শ্রেণিকক্ষ ফ্যাসিলিটিজ অ্যান্ড আদার ক্যাম্পাস ফ্যাসিলিটিজ - টপ নোচ। রিসেন্টলি ব্র্যাক স্কুল অফ ইঞ্জিনিয়ারিং কোলাবরেশন উইথ বিএসআরএম অ্যান্ড চেইঞ্জ দ্যা নেম বিএসআরএম স্কুল অফ ইঞ্জিনিয়ারিং। সাউন্ডস ওয়ার্ড বাট ওকে। আওয়ার সিলেকশন প্রসেস ফর সিএসই ইজ ওয়ে হার্ডার দ্যান সাম পাবলিক ইউনি",pro_private,SR
pro_private_aug_18,80,"রিসার্চ, গবেষণা ও উচ্চশিক্ষায় প্রাইভেট এগিয়ে","গবেষণা, গবেষণা ও উচ্চশিক্ষায় প্রাইভেট এগিয়ে",pro_private,SR
pro_private_aug_19,93,আমি নিজের ঢাবি রেখে ব্র্যাকে ভর্তি হয়েছি। পাবলিকে পড়াশোনা হয় যা হয় তা রাজনীতি। আর বস্তির পোলাপান পাবলিকে পড়ে। পাবলিক বিশ্ববিদ্যালয়ের পরিবেশ জঘন্য। টয়লেটের অবস্থা ল্যাব জঘন্যতম,আমি নিজের ঢাবি রেখে ব্র্যাকে ভর্তি হয়েছি। সরকারি বিশ্ববিদ্যালয়ে পড়াশোনা হয় যা হয় তা রাজনীতি। আর বস্তির পোলাপান পাবলিকে পড়ে। পাবলিক বিশ্ববিদ্যালয়ের পরিবেশ জঘন্য। টয়লেটের অবস্থা গবেষণাগার জঘন্যতম,pro_private,SR
pro_private_aug_20,96,আসলে প্রাইভেটে টাইম ম্যানেজমেন্টটা ভালো.. এনভায়রনমেন্ট ভালো.. ইভেন কিছু ক্ষেত্রে পড়ার কোয়ালিটিটাও বেশ ভালো.. সো জাস্ট ফর মানি প্রাইভেটকে ছোটো করা ইজন্ট ওকে.. পড়ার মানের উপরেই আসলে যেকোনো ইনস্টিটিউট ভালো না মন্দো ডিপেন্ড করে.. আমি পাবলিকেরই স্টুডেন্ট কিন্তু আই প্রেফার প্রাইভেট ইউনিভার্সিটি ইফ ইউ হ্যাভ এনাফ মানি টু গেট ইনটু দ্যাট..,আসলে প্রাইভেটে টাইম ম্যানেজমেন্টটা ভালো.. এনভায়রনমেন্ট ভালো.. ইভেন কিছু ক্ষেত্রে পড়ার কোয়ালিটিটাও বেশ ভালো.. সো জাস্ট ফর মানি প্রাইভেটকে ছোটো করা ইজন্ট ওকে.. পড়ার মানের উপরেই আসলে যেকোনো ইনস্টিটিউট ভালো না মন্দো ডিপেন্ড করে.. আমি সরকারি বিশ্ববিদ্যালয়েরই স্টুডেন্ট কিন্তু আই প্রেফার প্রাইভেট বিশ্ববিদ্যালয়ভার্সিটি ইফ ইউ হ্যাভ এনাফ মানি টু গেট ইনটু দ্যাট..,pro_private,SR
pro_private_aug_21,98,"প্রাইভেট আসলেই ভালো.. একটা এডুকেশন ফ্রেন্ডলি এনভায়রনমেন্ট প্রোভাইড করে.. নো পলিটিক্স নো কেয়োস নো কনফ্লিক্ট ইভেন 0% র‍্যাগিং.. সেশন জটও নেই.. দুইদিন পর পর মারামারি করে ক্লাস বন্ধ হল বন্ধ এসবও নাই... ক্যাম্পাস লাইফ ইজ ওনলি ফর ইন্টারঅ্যাকশন, এডুকেশন অ্যান্ড বিল্ডিং স্কিলস.. ইভেন আমার তো মনে হয় এ গ্রেড প্রাইভেট ইউনিভার্সিটিগুলো ইন্টারন্যাশনাল মানের এনভায়রনমেন্ট প্রোভাইড করে","প্রাইভেট আসলেই ভালো.. একটা এডুকেশন ফ্রেন্ডলি এনভায়রনমেন্ট প্রোভাইড করে.. নো পলিটিক্স নো কেয়োস নো কনফ্লিক্ট ইভেন 0% র‍্যাগিং.. সেশন জটও নেই.. দুইদিন পর পর মারামারি করে ক্লাস বন্ধ হল বন্ধ এসবও নাই... শিক্ষাঙ্গন লাইফ ইজ ওনলি ফর ইন্টারঅ্যাকশন, এডুকেশন অ্যান্ড বিল্ডিং দক্ষতাস.. ইভেন আমার তো মনে হয় এ গ্রেড প্রাইভেট বিশ্ববিদ্যালয়ভার্সিটিগুলো ইন্টারন্যাশনাল মানের এনভায়রনমেন্ট প্রোভাইড করে",pro_private,SR
pro_private_aug_22,99,ভাই আপনার কথার সাথে এক মত হতে পারলাম না... আমি আগেই বলি নাই প্রাইভেটের সাপোর্ট করতাছি না বা পাবলিককে নিচু করতাছি না... সিম্পল কোশ্চন আনএমপ্লয়মেন্ট রেট কতো এটা জানেন? মেধার বিকাশ হলে এতো আনএমপ্লয়মেন্ট হতো না... প্রাইভেটের চেয়ে পাবলিকে বেশি..,ভাই আপনার কথার সাথে এক মত হতে পারলাম না... আমি আগেই বলি নাই বেসরকারি বিশ্ববিদ্যালয়ের সাপোর্ট করতাছি না বা পাবলিককে নিচু করতাছি না... সিম্পল কোশ্চন আনএমপ্লয়মেন্ট রেট কতো এটা জানেন? যোগ্যতার বিকাশ আবাসিক হলে এতো আনএমপ্লয়মেন্ট হতো না... প্রাইভেটের চেয়ে সরকারি বিশ্ববিদ্যালয়ে বেশি..,pro_private,SR
pro_private_aug_23,101,"@samitalhalut1521 বিকজ যারা প্রাইভেটে পড়ে তাদের ফ্যামিলি বেশিরভাগ বড়লোক, চাকরি না পাইলে বিজনেস (স্টার্ট-আপ) করে, পাবলিকের স্টুডেন্টরা করে না, সুযোগ নাই। আপনি নিজে এটা জেনেও ফালতু কথা বললেন 🥱🥱","@samitalhalut1521 বিকজ যারা বেসরকারি বিশ্ববিদ্যালয়ে পড়ে তাদের ফ্যামিলি বেশিরভাগ বড়লোক, কাজ না পাইলে বিজনেস (স্টার্ট-আপ) করে, সরকারি বিশ্ববিদ্যালয়ের স্টুডেন্টরা করে না, সুযোগ নাই। আপনি নিজে এটা জেনেও ফালতু কথা বললেন 🥱🥱",pro_private,SR
