id,source_index,source_text,Bangla_Translation,Label,augmentation_type
pro_public_aug_14,84,@lightlife8030 হুম। সবাই তো এনএসইউ আর ব্র্যাকে পড়ে না। বেশিরভাগ প্রাইভেটের স্টুডেন্টরা এন্ট্রি লেভেলের গুলোতে পড়ে যেখানের টিচাররা হলো পাবলিকের লাস্টের দিকের ছেলেপেলে। কারণ ভালো গুলো তো বেশিরভাগ জব অ্যান্ড অ্যাব্রোড যায়।,@lightlife8030 হুম। সবাই তো এনএসইউ আর ব্র্যাকে পড়ে না। বেশিরভাগ বেসরকারি বিশ্ববিদ্যালয়ের স্টুডেন্টরা এন্ট্রি লেভেলের গুলোতে পড়ে যেখানের টিচাররা আবাসিক হলো পাবলিকের লাস্টের দিকের ছেলেপেলে। কারণ ভালো গুলো তো বেশিরভাগ চাকরি অ্যান্ড অ্যাব্রোড যায়।,pro_public,SR
pro_public_aug_15,85,পাবলিকের স্টুডেন্ট ওই স্টুডেন্ট আবার প্রাইভেটে টিচার হয়। তাহলে প্রাইভেটে লেভেল আসলেই বোঝা যায় 😂😂,সরকারি বিশ্ববিদ্যালয়ের স্টুডেন্ট ওই স্টুডেন্ট আবার বেসরকারি বিশ্ববিদ্যালয়ে টিচার হয়। তাআবাসিক হলে প্রাইভেটে লেভেল আসলেই বোঝা যায় 😂😂,pro_public,SR
pro_public_aug_16,135,"@MG-pd4fo মিস্ট পাবলিক ভাই। মিস্ট, বিইউপির অধীনে একটা সরকারি প্রতিষ্ঠান। প্রতি বছর সরকার ৯৯ কোটি টাকা দেয়। এটা মিলিটারির অধীনে হলেও এটা সরকারি। সামনে এটা মাস্ট নামে পরিচিতি পাবে এবং বিইউপি থেকে বের হবে। আর বিইউপি বানানই হয়েছিল মিস্টের জন্য। কিন্তু এখানে ৩ থেকে ৩.৪৫ লক্ষ টাকা ৪ বছরে খরচ হয়। কারণ পরিষ্কার পরিছন্ন পরিবেশ, আর সাবজেক্টগুলো অনেক ভালো। আর মিস্টে এমন সাবজেক্ট আছে যেগুলো বুয়েটেও নাই এবং ডিউতেও নাই।","@MG-pd4fo মিস্ট পাবলিক ভাই। মিস্ট, বিইউপির অধীনে একটা সরকারি প্রতিষ্ঠান। প্রতি বছর সরকার ৯৯ কোটি টাকা দেয়। এটা মিলিটারির অধীনে আবাসিক হলেও এটা সরকারি। সামনে এটা মাস্ট নামে পরিচিতি পাবে এবং বিইউপি থেকে বের হবে। আর বিইউপি বানানই হয়েছিল মিস্টের জন্য। কিন্তু এখানে ৩ থেকে ৩.৪৫ লক্ষ টাকা ৪ বছরে খরচ হয়। কারণ পরিষ্কার পরিছন্ন পরিবেশ, আর সাবজেক্টগুলো অনেক ভালো। আর মিস্টে এমন সাবজেক্ট আছে যেগুলো বুয়েটেও নাই এবং ডিউতেও নাই।",pro_public,SR
pro_public_aug_17,145,পাবলিক > প্রাইভেট কজ প্রাইভেটে টাকাওয়ালা গাধা গরুরা পড়ে আর পাবলিকে আমার মতো মেধাবিরা পড়ে 😎,পাবলিক > প্রাইভেট কজ বেসরকারি বিশ্ববিদ্যালয়ে টাকাওয়ালা গাধা গরুরা পড়ে আর সরকারি বিশ্ববিদ্যালয়ে আমার মতো মেধাবিরা পড়ে 😎,pro_public,SR
pro_public_aug_18,170,"চান্স পাও আগে, তার পর প্রাইভেট প্রোমোট করো, পাবলিকে চান্স না পেয়ে পাবলিকের পেছনে লাগতে এসো না, কুক হয়ে যাবা","চান্স পাও আগে, তার পর প্রাইভেট প্রোমোট করো, সরকারি বিশ্ববিদ্যালয়ে চান্স না পেয়ে পাবলিকের পেছনে লাগতে এসো না, কুক হয়ে যাবা",pro_public,SR
pro_public_aug_19,184,"প্রাইভেট বিশ্ববিদ্যালয় থেকে পাবলিক বিশ্ববিদ্যালয় সেরা ১০০% কারণ প্রতিযোগিতা দিয়ে আসতে হয় টাকা দিয়ে নয়,, যেকোনো দিক থেকে বিবেচনা করলে সেরা পাবলিক বিশ্ববিদ্যালয় সেরা","প্রাইভেট বিশ্ববিদ্যালয় থেকে পাবলিক বিশ্ববিদ্যালয় শীর্ষ ১০০% কারণ প্রতিযোগিতা দিয়ে আসতে হয় টাকা দিয়ে নয়,, যেকোনো দিক থেকে বিবেচনা করলে সেরা পাবলিক বিশ্ববিদ্যালয় সেরা",pro_public,SR
pro_public_aug_20,202,"@JohnJMarino পাবলিকে পরিশ্রম করে চান্স পায়,, আর প্রাইভেট? 😂😂, টাকা দেয়, ভর্তি হয়, 😂😂, প্রাইভেটের মেয়েগুলাও.......... আস্তাগফিরুল্লাহ, 😅😊","@JohnJMarino সরকারি বিশ্ববিদ্যালয়ে পরিশ্রম করে চান্স পায়,, আর প্রাইভেট? 😂😂, টাকা দেয়, ভর্তি হয়, 😂😂, প্রাইভেটের মেয়েগুলাও.......... আস্তাগখরচরুল্লাহ, 😅😊",pro_public,SR
pro_public_aug_21,208,ব্রো তুমি বাংলাদেশে থাকো এইদিকে জবেও ডিসক্রিমিনেশন আছে পাবলিক প্রাইভেট নিয়ে। আমি এমন এক জবে গেছি ক্লিয়ার রিকোয়ার্ড আছে পাবলিক ইউনিভার্সিটি হইলে সিজিপিএ 3 এ অ্যাপ্লাই করতে পারবো আর প্রাইভেট ইউনিভার্সিটি হইলে সিজিপিএ 3.50 লাগবো। একজন চু' থেকে পড়া আমার ইন্টারভিউ বোর্ডে আই সিজিপিএ 2.8 ছিল জব হয়েছে আরেকজন উলাব থেকে 3.8 ও জবটা পায় নাই 😅😅 তারপরও বলবা স্কিল সব ইউনিভার্সিটি ম্যাটার করে না,ব্রো তুমি বাংলাদেশে থাকো এইদিকে চাকরিেও ডিসক্রিমিনেশন আছে পাবলিক প্রাইভেট নিয়ে। আমি এমন এক জবে গেছি ক্লিয়ার রিকোয়ার্ড আছে পাবলিক ইউনিভার্সিটি হইলে সিজিপিএ 3 এ অ্যাপ্লাই করতে পারবো আর প্রাইভেট ইউনিভার্সিটি হইলে সিজিপিএ 3.50 লাগবো। একজন চু' থেকে পড়া আমার সাক্ষাৎকার বোর্ডে আই সিজিপিএ 2.8 ছিল জব হয়েছে আরেকজন উলাব থেকে 3.8 ও জবটা পায় নাই 😅😅 তারপরও বলবা দক্ষতা সব ইউনিভার্সিটি ম্যাটার করে না,pro_public,SR
pro_public_aug_22,224,"হার্ভার্ড ইউনিভার্সিটি, অক্সফোর্ড ইউনিভার্সিটিতে চান্স পেয়েও বাংলাদেশের প্রাইভেট ইউনিভার্সিটিতে যাচ্ছি শুধু বাপের টাকা উড়ানোর আশায়.... #অপ লেভেল ফাপরবাজি 😂😂😂😂","হার্ভার্ড ইউনিভার্সিটি, অক্সফোর্ড ইউনিভার্সিটিতে চান্স পেয়েও বাংলাদেশের প্রাইভেট বিশ্ববিদ্যালয়ভার্সিটিতে যাচ্ছি শুধু বাপের টাকা উড়ানোর আশায়.... #অপ লেভেল ফাপরবাজি 😂😂😂😂",pro_public,SR
pro_public_aug_23,240,"বিটিডব্লিউ ভার্সিটি ইজ অ্যা স্ক্যাম! মোস্টলি সি ক্যাটাগরি প্রাইভেট ইউনিভার্সিটি। এটা নিয়ে একটা ভিডিও বানান, এটা জাস্ট একটা স্ক্যাম","বিটিডব্লিউ ভার্সিটি ইজ অ্যা স্ক্যাম! মোস্টলি সি ক্যাটাগরি প্রাইভেট বিশ্ববিদ্যালয়ভার্সিটি। এটা নিয়ে একটা ভিডিও বানান, এটা জাস্ট একটা স্ক্যাম",pro_public,SR
pro_public_aug_24,381,"ভাইয়া আসসালামুআলাইকুম...
ভাইয়া আমি খুব সমস্যায় আছি
আমি এইচএসসি-২৫ ব্যাচের স্টুডেন্ট
মিডল ক্লাস ফ্যামিলিতে বেলং করি...

এখন ভাইয়া এবার আমার কোনো না কোনো কারণে চান্সটা হাতে পেয়েও মিস গিয়েছে
এই অবস্থায় ভাইয়া

এখন আমি সেকেন্ড টাইম প্রিপারেশন নিয়ে
নিজের স্বপ্নটা পূরণ করতে চাই কিন্তু ফ্যামিলি চিন্তা করছে ১ বছর গ্যাপ পড়বে... সবাই আগাই চলে যাবে আমি পিছে পড়ে থাকবো
তো ওরা আমাকে প্রাইভেটে পড়ানোর জন্য জোর করছে বলছে
প্রাইভেটে পড়ে সেকেন্ড টাইম প্রিপারেশন নাও
ফ্যামিলিকে অনেকবার বুঝিয়েছি... কিন্তু ওরা বুঝতে চাচ্ছে না.. ওরা শুধু চিন্তা করছে লাইফ থেকে ১ বছর এমনি এমনি চলে যাবে
যদি সেকেন্ড টাইম চান্স না হয় তখন কী হবে এগুলো নিয়ে.. এখন ভাইয়া আমি কী করবো বুঝতে পারছি না...
হেল্পলেস হয়ে যাচ্ছি..",ভাইয়া আসসালামুআলাইকুম... ভাইয়া আমি খুব সমস্যায় আছি আমি এইচএসসি-২৫ ব্যাচের স্টুডেন্ট মিডল ক্লাস ফ্যামিলিতে বেলং করি... এখন ভাইয়া এবার আমার কোনো না কোনো কারণে চান্সটা হাতে পেয়েও মিস গিয়েছে এই অবস্থায় ভাইয়া এখন আমি সেকেন্ড সময় প্রিপারেশন নিয়ে নিজের স্বপ্নটা পূরণ করতে চাই কিন্তু ফ্যামিলি চিন্তা করছে ১ বছর গ্যাপ পড়বে... সবাই আগাই চলে যাবে আমি পিছে পড়ে থাকবো তো ওরা আমাকে বেসরকারি বিশ্ববিদ্যালয়ে পড়ানোর জন্য জোর করছে বলছে প্রাইভেটে পড়ে সেকেন্ড টাইম প্রিপারেশন নাও ফ্যামিলিকে অনেকবার বুঝিয়েছি... কিন্তু ওরা বুঝতে চাচ্ছে না.. ওরা শুধু চিন্তা করছে লাইফ থেকে ১ বছর এমনি এমনি চলে যাবে যদি সেকেন্ড টাইম চান্স না হয় তখন কী হবে এগুলো নিয়ে.. এখন ভাইয়া আমি কী করবো বুঝতে পারছি না... হেল্পলেস হয়ে যাচ্ছি..,pro_public,SR
pro_public_aug_25,406,"আমি এখন ইস্ট ওয়েস্টে আছি... জেনেটিক ইঞ্জিনিয়ারিং অ্যান্ড বায়োটেকনোলজি ডিপার্টমেন্টে...যদিও আমি জাহাঙ্গীরনগরে চান্স পাইছিলাম...আমার বায়োকেমিস্ট্রি সাবজেক্ট আসছে...কিন্তু আমি যাই নাই...আমার বাসার সামনে ইস্ট ওয়েস্ট...একটা ভালো সাবজেক্ট পাইছি এখানে...তার উপর শুনলাম আমার এক ফ্রেন্ড নাকি জেইউ'তে ফার্মেসিতে চান্স পাইছে...ওর সাথে কথা বলে দেখলাম..ওদের এতো সেশন জট লাগে রে...ও এখনো অনেক পিছিয়ে আছে..আর আমি ২য় বর্ষে উঠে গেলাম.... প্রাইভেট ভার্সিটিতে মারাত্তক প্রেসার! আমার একদম পাগলের মতো অবস্থা... মোটামুটি যা দেখলাম ইস্ট ওয়েস্টে.. ম্যাক্সিমাম স্টুডেন্ট সারাদিন খালি কুইজ, মিড, অ্যাসাইনমেন্ট, গ্রুপ ওয়ার্ক, প্রেজেন্টেশন, স্পট অ্যাসেসমেন্ট, ভাইভা...(আরো কতো কি!) এসব নিয়ে দৌড়ি দৌড়ি করে....

একদিন এক সিনিয়র আপু বললেন ""আগে যদি জানতাম তাহলে পাবলিকেই পড়তাম। অন্তত এখানে আসিয়া বাস খাইতাম নাহ"".. ওই আপু তো ঢাবিতে চান্স পাইছিলো ইকনোমিক্সে..কিন্তু এখন ইস্ট ওয়েস্টে পড়ে...

যে যাই বলুক... প্রাইভেটের পড়ার প্রেসার...যারা পাইছেন তারাই জানে কি ভয়ানক!","আমি এখন ইস্ট ওয়েস্টে আছি... জেনেটিক ইঞ্জিনিয়ারিং অ্যান্ড বায়োটেকনোলজি ডিপার্টমেন্টে...যদিও আমি জাহাঙ্গীরনগরে চান্স পাইছিলাম...আমার বায়োকেমিস্ট্রি সাবজেক্ট আসছে...কিন্তু আমি যাই নাই...আমার বাসার সামনে ইস্ট ওয়েস্ট...একটা উন্নত সাবজেক্ট পাইছি এখানে...তার উপর শুনলাম আমার এক ফ্রেন্ড নাকি জেইউ'তে ফার্মেসিতে চান্স পাইছে...ওর সাথে কথা বলে দেখলাম..ওদের এতো সেশন জট লাগে রে...ও এখনো অনেক পিছিয়ে আছে..আর আমি ২য় বর্ষে উঠে গেলাম.... প্রাইভেট ভার্সিটিতে মারাত্তক প্রেসার! আমার একদম পাগলের মতো অবস্থা... মোটামুটি যা দেখলাম ইস্ট ওয়েস্টে.. ম্যাক্সিমাম স্টুডেন্ট সারাদিন খালি কুইজ, মিড, অ্যাসাইনমেন্ট, গ্রুপ ওয়ার্ক, প্রেজেন্টেশন, স্পট অ্যাসেসমেন্ট, ভাইভা...(আরো কতো কি!) এসব নিয়ে দৌড়ি দৌড়ি করে.... একদিন এক সিনিয়র আপু বললেন ""আগে যদি জানতাম তাহলে সরকারি বিশ্ববিদ্যালয়েই পড়তাম। অন্তত এখানে আসিয়া বাস খাইতাম নাহ"".. ওই আপু তো ঢাবিতে চান্স পাইছিলো ইকনোমিক্সে..কিন্তু এখন ইস্ট ওয়েস্টে পড়ে... যে যাই বলুক... বেসরকারি বিশ্ববিদ্যালয়ের পড়ার প্রেসার...যারা পাইছেন তারাই জানে কি ভয়ানক!",pro_public,SR
pro_public_aug_26,441,"শোয়া আর কত দেহুম, প্রাইভেটের মূল্য দেহাইয়া আর কত ব্যবসা করবি","শোয়া আর কত দেহুম, বেসরকারি বিশ্ববিদ্যালয়ের মূল্য দেহাইয়া আর কত ব্যবসা করবি",pro_public,SR
pro_public_aug_27,444,প্রাইভেট ভার্সিটি অনেক প্রেসার দেই...টাইম মতো সব পড়া শেষ করাই...আর আপনি ডেইলি ক্লাসে প্রেজেন্ট না থাকলে ঝামেলা হবে..আপনার মার্কস কমবে..সিজি ডাউন হবে..আর ফ্যাকাল্টি এগুলো খুব ভালোভাবে নোটিস করে...আর যদি ৩ দিনের বেশি ক্লাস মিস করেন তাহলে আপনাকে মেবি অ্যাপ্লিকেশন করতে হবে ফাইনাল এক্সামে বসার জন্য,প্রাইভেট ভার্সিটি অনেক প্রেসার দেই...সময় মতো সব পড়া শেষ করাই...আর আপনি ডেইলি ক্লাসে প্রেজেন্ট না থাকলে ঝামেলা হবে..আপনার মার্কস কমবে..সিজি ডাউন হবে..আর ফ্যাকাল্টি এগুলো খুব ভালোভাবে নোটিস করে...আর যদি ৩ দিনের বেশি ক্লাস মিস করেন তাআবাসিক হলে আপনাকে মেবি অ্যাপ্লিকেশন করতে হবে ফাইনাল এক্সামে বসার জন্য,pro_public,SR
pro_public_aug_28,450,টাকা আছে কিন্তু প্রাইভেটকে মূল্য দেই না.. প্রাইভেট থেকে ফার্মেসি পড়ে নাকি চাকরি পাওয়া যায় না 😂😅,টাকা আছে কিন্তু প্রাইভেটকে মূল্য দেই না.. প্রাইভেট থেকে ফার্মেসি পড়ে নাকি কাজ পাওয়া যায় না 😂😅,pro_public,SR
pro_public_aug_29,457,"একজন এনএসইউয়ার হিসেবে ফ্রিডম আছে কিন্তু টিকে থাকা ইজি না। ভালো সিজি ক্যারি করার জন্য না, জাস্ট পাস করার জন্যই অনেক হার্ড ওয়ার্ক করতে হয়। লাইফ হেল হয়ে যাচ্ছে। আমার মতে পাবলিকেই ফ্রিডম বেশি আর অনেক্ক্ক ইজি গোয়িং","একজন এনএসইউয়ার হিসেবে ফ্রিডম আছে কিন্তু টিকে থাকা ইজি না। ভালো সিজি ক্যারি করার জন্য না, জাস্ট পাস করার জন্যই অনেক হার্ড ওয়ার্ক করতে হয়। লাইফ হেল হয়ে যাচ্ছে। আমার মতে সরকারি বিশ্ববিদ্যালয়েই ফ্রিডম বেশি আর অনেক্ক্ক ইজি গোয়িং",pro_public,SR
pro_public_aug_30,463,"প্রমোশনাল ভিডিও বানাইছেন ভাইয়া ঠিক আছে। এখানে আমাদের অনেক ছোট ভাই বোনের। বাবা মায়ের দীর্ঘ কষ্টের টাকা নিয়ে অনেক স্বপ্ন নিয়ে এরা প্রাইভেটে ভর্তি হবে। তাই কয়েকটা তিক্ত কথা বলি। আমি ইস্ট ওয়েস্টে ছিলাম। আমার বিবিএ কমপ্লিট করতে ৬ বছর লাগছে। না না কোনো সেশন জট না। রিটেক আর ফেল। ধরে নেন আমি খারাপ স্টুডেন্ট। আমার পরিচিত কয়েকজনের উদাহরণ দেই। আমার রুমমেট ছোট ভাই ২ সেমেস্টার পড়ার পর হতাশ হয়ে রিএডমিশন দিয়ে খুলনা ইউনিভার্সিটিতে চলে গেল। আমার ফ্রেন্ড ২ বছর পড়ার পর আইআইউবিতে চলে গেল। এক বড় ভাই প্রায় ২ বছর পর ইউল্যাবে চলে গেল। এরকম অনেকেই ছিল যারা লক্ষ লক্ষ টাকা খরচ করেও গ্রেডের মাইরপ্যাচে পরে ইস্ট ওয়েস্ট ছাড়তে বাধ্য হইছে। তাই বলব আপনি যদি আসলেই ভালো স্টুডেন্ট হন তবেই। এনএসইউ, ব্র্যাক, ইস্ট ওয়েস্টে ভর্তি হবেন। সিজিপিএ না থাকলে ভার্সিটির নাম দিয়ে চাকরি পাবেন না। সব রিক্রুটার এসবের ভ্যালু বোঝে না। অনেকে বায়াসডও থাকে। ধন্যবাদ সবাইকে।","প্রমোশনাল ভিডিও বানাইছেন ভাইয়া ঠিক আছে। এখানে আমাদের অনেক ছোট ভাই বোনের। বাবা মায়ের দীর্ঘ কষ্টের টাকা নিয়ে অনেক স্বপ্ন নিয়ে এরা বেসরকারি বিশ্ববিদ্যালয়ে ভর্তি হবে। তাই কয়েকটা তিক্ত কথা বলি। আমি ইস্ট ওয়েস্টে ছিলাম। আমার বিবিএ কমপ্লিট করতে ৬ বছর লাগছে। না না কোনো সেশন জট না। রিটেক আর ফেল। ধরে নেন আমি খারাপ স্টুডেন্ট। আমার পরিচিত কয়েকজনের উদাহরণ দেই। আমার সহকক্ষবাসী ছোট ভাই ২ সেমেস্টার পড়ার পর হতাশ হয়ে রিএডমিশন দিয়ে খুলনা ইউনিভার্সিটিতে চলে গেল। আমার ফ্রেন্ড ২ বছর পড়ার পর আইআইউবিতে চলে গেল। এক বড় ভাই প্রায় ২ বছর পর ইউগবেষণাগারে চলে গেল। এরকম অনেকেই ছিল যারা লক্ষ লক্ষ টাকা খরচ করেও গ্রেডের মাইরপ্যাচে পরে ইস্ট ওয়েস্ট ছাড়তে বাধ্য হইছে। তাই বলব আপনি যদি আসলেই উন্নত স্টুডেন্ট হন তবেই। এনএসইউ, ব্র্যাক, ইস্ট ওয়েস্টে ভর্তি হবেন। সিজিপিএ না থাকলে ভার্সিটির নাম দিয়ে কাজ পাবেন না। সব রিক্রুটার এসবের ভ্যালু বোঝে না। অনেকে বায়াসডও থাকে। ধন্যবাদ সবাইকে।",pro_public,SR
pro_public_aug_31,464,ভাই ঢাবি না হলে বিদেশে চলে যাবো 🥹,ভাই ঢাবি না আবাসিক হলে বিদেশে চলে যাবো 🥹,pro_public,SR
pro_public_aug_32,485,"এটা ট্রু। আমি এক ইউনিভার্সিটিতে ভর্তি হলাম, সিএস ডিপার্টমেন্টে। হাই হাই কি সর্বনাশ। মেয়েরা প্রফেসরদের সাথে প্রস্টিটিউশন করে গ্রেডস লাগায় এবং ছেলেরা প্রফেসরদের সাথে গাঁজা খায় আর টাকা লাগায় সিজিপিএ আপ করে। আর প্রফেসরগুলাও কি ফালতু। টপ টপ ইউনিভার্সিটি থেকে পাসআউটস যেই হোক তারা ফুল অফ শিট। অন্তত যদি বাস দিয়ে থাকে, পাবলিক ইউনিভার্সিটি থেকে বাস খাও কারণ এটা একটি গভর্নমেন্ট ফান্ডেড ইনস্টিটিউশন কিন্তু প্রাইভেট ইউনিভার্সিটিতে বস্তা বস্তা টাকাও দিবো আবার বাসও নাও। এটা টোটালি একটা ফালতু। দ্যাটস হোয়াই ইভেন ইফ ইউ হ্যাভ মানি গো ফর পাবলিক।","এটা ট্রু। আমি এক ইউনিভার্সিটিতে ভর্তি আবাসিক হলাম, সিএস ডিপার্টমেন্টে। হাই হাই কি সর্বনাশ। মেয়েরা প্রফেসরদের সাথে প্রস্টিটিউশন করে গ্রেডস লাগায় এবং ছেলেরা প্রফেসরদের সাথে গাঁজা খায় আর টাকা লাগায় সিজিপিএ আপ করে। আর প্রফেসরগুলাও কি ফালতু। টপ টপ ইউনিভার্সিটি থেকে পাসআউটস যেই হোক তারা ফুল অফ শিট। অন্তত যদি বাস দিয়ে থাকে, পাবলিক বিশ্ববিদ্যালয়ভার্সিটি থেকে বাস খাও কারণ এটা একটি গভর্নমেন্ট ফান্ডেড ইনস্টিটিউশন কিন্তু প্রাইভেট বিশ্ববিদ্যালয়ভার্সিটিতে বস্তা বস্তা টাকাও দিবো আবার বাসও নাও। এটা টোটালি একটা ফালতু। দ্যাটস হোয়াই ইভেন ইফ ইউ হ্যাভ মানি গো ফর পাবলিক।",pro_public,SR
